date,homeTeamId,awayTeamId,home_racha_5,away_racha_5,homeTeamWinner
2024-02-04 22:00:00,9965,9303,0,0,False
2024-02-04 22:00:00,18191,9969,0,0,False
2024-02-04 22:15:00,16,21,9,3,True
2024-02-04 22:30:00,11972,10151,0,0,False
2024-02-04 23:00:00,19685,18260,0,0,True
2024-02-04 23:00:00,6270,4935,6,3,True
2024-02-04 23:00:00,17134,20899,6,0,True
2024-02-04 23:00:00,21849,10094,0,0,False
2024-02-04 23:00:00,3459,11268,3,9,False
2024-02-04 23:10:00,9762,5264,9,3,False
2024-02-04 23:30:00,7764,11989,0,0,True
2024-02-04 23:45:00,2670,6097,9,6,True
2024-02-05 00:00:00,21819,10318,0,3,False
2024-02-05 00:30:00,14,4,6,0,True
2024-02-05 00:30:00,15502,10265,0,0,False
2024-02-05 01:20:00,9761,4815,3,12,False
2024-02-05 18:45:00,4786,18134,9,9,False
2024-02-05 20:00:00,18153,22168,0,3,True
2024-02-05 20:00:00,623,17708,0,0,False
2024-02-05 20:00:00,17706,17696,0,0,False
2024-02-05 20:00:00,17698,10100,0,0,False
2024-02-05 20:00:00,18212,20303,9,9,False
2024-02-05 20:00:00,10103,10156,0,0,False
2024-02-05 20:30:00,6756,12,6,3,True
2024-02-05 21:00:00,18,20,3,3,False
2024-02-05 21:00:00,5480,5486,0,0,False
2024-02-05 22:30:00,21313,2675,6,3,True
2024-02-05 22:45:00,7767,5,0,9,False
2024-02-05 23:00:00,18232,20307,6,9,False
2024-02-05 23:10:00,5485,10309,3,3,False
2024-02-06 00:30:00,8,15,9,3,False
2024-02-06 01:00:00,235,2975,3,3,False
2024-02-06 01:20:00,2690,2672,3,9,True
2024-02-06 22:00:00,10158,8950,6,3,False
2024-02-06 23:00:00,9,10101,6,0,True
2024-02-06 23:10:00,2919,7445,6,6,False
2024-02-07 00:15:00,9785,3,0,6,False
2024-02-07 00:30:00,18995,1007,0,0,True
2024-02-07 00:30:00,6273,7388,12,12,True
2024-02-07 01:00:00,7257,220,0,0,False
2024-02-07 01:20:00,5488,6137,6,3,False
2024-02-07 03:00:00,9945,227,0,0,True
2024-02-07 10:00:00,7477,20232,0,6,True
2024-02-07 20:00:00,17702,14074,3,3,True
2024-02-07 21:00:00,5481,9761,9,3,False
2024-02-07 21:30:00,10265,4806,3,6,False
2024-02-07 22:00:00,6270,10266,9,3,True
2024-02-07 22:00:00,6154,9460,9,3,True
2024-02-07 22:00:00,7391,17134,9,9,False
2024-02-07 22:00:00,10281,3459,12,3,False
2024-02-07 22:15:00,4,11990,0,3,False
2024-02-07 22:30:00,2674,874,12,3,True
2024-02-07 23:00:00,862,223,0,0,False
2024-02-07 23:00:00,4935,7389,3,6,False
2024-02-07 23:30:00,18396,17339,3,6,False
2024-02-08 00:00:00,18127,6079,12,6,False
2024-02-08 00:30:00,6046,7312,0,0,True
2024-02-08 00:30:00,11268,4773,12,3,True
2024-02-08 00:30:00,20899,1936,0,12,False
2024-02-08 00:30:00,819,6086,15,6,True
2024-02-08 00:35:00,2026,18128,15,9,True
2024-02-08 00:45:00,16,10054,12,0,True
2024-02-08 01:00:00,5484,8109,9,6,True
2024-02-08 01:00:00,20026,219,0,0,False
2024-02-08 03:00:00,9727,232,0,0,False
2024-02-08 18:00:00,929,817,3,9,True
2024-02-08 18:45:00,6087,4786,9,9,True
2024-02-08 20:00:00,18232,20303,6,12,False
2024-02-08 21:00:00,5486,4928,3,6,True
2024-02-08 22:00:00,21369,17131,9,6,False
2024-02-08 22:00:00,9169,17720,6,0,True
2024-02-08 22:30:00,20852,22142,0,3,True
2024-02-08 22:30:00,17,9744,3,6,True
2024-02-08 23:00:00,20307,18212,12,9,False
2024-02-08 23:00:00,4910,4905,6,3,False
2024-02-08 23:10:00,4815,5485,12,3,True
2024-02-09 00:00:00,20851,7632,6,3,False
2024-02-09 00:00:00,2029,4774,12,3,True
2024-02-09 00:15:00,3454,15502,9,0,True
2024-02-09 00:15:00,10,11,3,6,False
2024-02-09 00:30:00,3448,18963,3,6,False
2024-02-09 00:30:00,6017,5584,0,3,True
2024-02-09 00:30:00,3445,20855,15,0,True
2024-02-09 01:20:00,9773,5264,0,6,False
2024-02-09 19:00:00,6762,18995,0,3,False
2024-02-09 19:30:00,2022,18900,6,6,True
2024-02-09 20:00:00,10109,13,0,3,False
2024-02-09 20:00:00,10122,5567,6,3,True
2024-02-09 20:30:00,9770,5487,0,0,False
2024-02-09 21:00:00,6101,17373,3,3,True
2024-02-09 21:15:00,6097,7465,6,6,True
2024-02-09 22:00:00,7635,4902,0,3,True
2024-02-09 22:00:00,8,7767,9,0,True
2024-02-09 22:00:00,20,14,6,9,False
2024-02-09 22:10:00,9743,6,0,3,False
2024-02-09 22:15:00,900,18134,9,9,False
2024-02-09 23:10:00,10309,9762,6,9,True
2024-02-09 23:30:00,17700,10145,3,0,False
2024-02-09 23:45:00,7466,4820,3,0,False
2024-02-10 00:00:00,3372,2673,6,6,False
2024-02-10 00:15:00,15,18,6,3,True
2024-02-10 00:15:00,21,9,3,9,True
2024-02-10 01:20:00,2672,5480,9,0,True
2024-02-10 11:00:00,21173,22205,6,0,True
2024-02-10 13:00:00,21173,22173,9,0,True
2024-02-10 19:00:00,17317,18191,3,0,True
2024-02-10 19:00:00,17709,9967,0,3,True
2024-02-10 19:00:00,819,4806,15,9,True
2024-02-10 19:00:00,6763,4818,0,3,False
2024-02-10 19:30:00,6273,7391,15,6,False
2024-02-10 20:00:00,2741,10161,3,0,False
2024-02-10 20:00:00,2,10154,0,3,True
2024-02-10 20:00:00,10114,623,0,0,True
2024-02-10 20:00:00,10058,17352,3,3,False
2024-02-10 20:00:00,10156,10149,3,3,False
2024-02-10 20:00:00,10157,10743,0,3,False
2024-02-10 20:00:00,3,235,9,3,True
2024-02-10 20:00:00,7312,5267,0,3,True
2024-02-10 20:00:00,18260,9739,0,0,False
2024-02-10 20:00:00,10052,17705,0,0,True
2024-02-10 20:00:00,10152,17704,0,0,True
2024-02-10 20:00:00,10115,17706,0,0,True
2024-02-10 20:00:00,10048,17699,3,0,False
2024-02-10 20:00:00,17708,17698,3,0,False
2024-02-10 20:30:00,17372,17371,0,0,False
2024-02-10 20:30:00,19433,18153,3,3,False
2024-02-10 20:30:00,21967,9774,3,0,True
2024-02-10 21:00:00,7445,5489,9,9,False
2024-02-10 21:00:00,3459,2026,6,15,True
2024-02-10 21:15:00,7385,21313,9,9,False
2024-02-10 21:45:00,6037,20887,3,3,True
2024-02-10 22:00:00,3457,9965,3,0,True
2024-02-10 22:00:00,9303,7633,3,0,False
2024-02-10 22:05:00,18844,10105,0,0,False
2024-02-10 22:15:00,5,8950,12,6,False
2024-02-10 23:00:00,10266,4935,3,0,True
2024-02-10 23:10:00,6137,2919,6,6,False
2024-02-10 23:15:00,6079,11268,9,12,False
2024-02-10 23:45:00,2675,21316,3,6,False
2024-02-11 00:30:00,11989,10158,0,6,True
2024-02-11 00:30:00,4,6756,0,9,False
2024-02-11 00:30:00,9740,10163,0,0,False
2024-02-11 00:30:00,7388,6270,9,9,False
2024-02-11 00:30:00,12011,189,0,0,True
2024-02-11 00:45:00,10147,10162,0,0,False
2024-02-11 01:00:00,2680,2685,6,6,False
2024-02-11 01:20:00,2690,5488,6,6,False
2024-02-11 02:00:00,17090,6041,0,0,True
2024-02-11 19:00:00,9970,6272,3,3,True
2024-02-11 19:00:00,874,4773,0,3,True
2024-02-11 19:00:00,9969,18433,3,0,False
2024-02-11 19:00:00,21850,4811,3,3,False
2024-02-11 19:00:00,18963,10281,9,12,True
2024-02-11 20:00:00,17702,16,6,12,False
